id,user_id,subscription_id,status,joined_at,left_at,reason,joined_at_clean,left_at_clean
908,467,355,2,2023-12-04 19:48:27,2025-03-26 13:51:18,owner_request,2023-12-04 19:48:27,2025-03-26 13:51:18
613,673,247,1,2025-01-13 17:57:07,,,2025-01-13 17:57:07,
528,1774,214,3,2025-04-01 19:03:55,2025-05-09 11:13:05,inactive,2025-04-01 19:03:55,2025-05-09 11:13:05
679,1787,266,1,2022-11-21 21:48:31,,,2022-11-21 21:48:31,
909,1153,355,1,2022-11-13 11:25:56,,,2022-11-13 11:25:56,
127,554,53,1,2024-08-27 06:44:45,,,2024-08-27 06:44:45,
670,301,263,1,2025-04-24 14:03:18,,,2025-04-24 14:03:18,
384,635,158,1,2024-05-29 16:56:39,2024-08-13 07:39:43,,2024-05-29 16:56:39,2024-08-13 07:39:43
40,1379,18,2,2025-01-12 20:40:01,2025-03-29 13:23:30,,2025-01-12 20:40:01,2025-03-29 13:23:30
141,46,58,5,2025-04-14 16:02:58,,,2025-04-14 16:02:58,
902,744,353,1,2025-04-13 02:29:32,,,2025-04-13 02:29:32,
964,705,376,1,2021-11-30 18:06:54,,,2021-11-30 18:06:54,
999,705,388,2,2025-01-14 10:02:25,2025-05-14 03:22:51,,2025-01-14 10:02:25,2025-05-14 03:22:51
129,894,54,1,2025-05-14 05:41:07,,,2025-05-14 05:41:07,
292,1476,117,7,2024-08-15 19:35:48,2024-10-03 03:53:10,inactive,2024-08-15 19:35:48,2024-10-03 03:53:10
1049,1770,493,1,2024-07-22 17:23:18,,,2024-07-22 17:23:18,
5,448,4,5,2025-03-20 04:19:44,,,2025-03-20 04:19:44,
326,1118,134,5,2025-01-01 05:45:37,,,2025-01-01 05:45:37,
558,1604,228,1,2025-03-05 00:17:41,,,2025-03-05 00:17:41,
94,116,43,2,2023-11-06 13:55:59,2024-03-12 10:51:08,inactive,2023-11-06 13:55:59,2024-03-12 10:51:08
626,1131,249,1,2022-01-18 18:49:12,,,2022-01-18 18:49:12,
356,991,146,2,2023-10-28 06:34:26,2025-01-23 15:05:09,owner_request,2023-10-28 06:34:26,2025-01-23 15:05:09
147,891,61,2,2024-08-14 14:50:18,2024-08-21 20:38:12,owner_request,2024-08-14 14:50:18,2024-08-21 20:38:12
763,448,299,2,2024-02-28 01:09:23,,owner_request,2024-02-28 01:09:23,
27,869,14,1,2024-10-09 18:45:07,,,2024-10-09 18:45:07,
165,847,66,1,2024-12-20 00:02:40,,,2024-12-20 00:02:40,
210,1092,82,3,2023-11-29 21:45:57,2024-02-15 10:19:36,voluntary,2023-11-29 21:45:57,2024-02-15 10:19:36
462,844,187,6,2025-01-04 14:49:58,2025-02-24 03:30:36,fraud,2025-01-04 14:49:58,2025-02-24 03:30:36
182,1399,72,2,2024-01-06 03:58:04,2024-12-18 23:58:30,,2024-01-06 03:58:04,2024-12-18 23:58:30
742,551,289,7,2024-02-15 15:20:03,2024-02-21 06:32:34,fraud,2024-02-15 15:20:03,2024-02-21 06:32:34
1056,1169,412,1,2024-05-13 01:30:55,,,2024-05-13 01:30:55,
794,62,315,1,2024-07-03 18:05:24,,,2024-07-03 18:05:24,
650,128,258,1,2025-01-06 00:55:25,,,2025-01-06 00:55:25,
440,1408,178,1,2025-02-21 14:45:46,,,2025-02-21 14:45:46,
690,1261,269,3,2025-02-10 04:40:24,2025-03-14 09:11:14,voluntary,2025-02-10 04:40:24,2025-03-14 09:11:14
646,1574,257,2,2023-07-29 10:09:18,2025-01-01 12:12:15,owner_request,2023-07-29 10:09:18,2025-01-01 12:12:15
4,500,4,4,2024-02-27 12:18:29,,,2024-02-27 12:18:29,
967,1720,377,5,2023-07-14 23:56:28,,,2023-07-14 23:56:28,
352,1698,146,3,2025-04-01 12:44:48,2025-05-03 21:27:51,,2025-04-01 12:44:48,2025-05-03 21:27:51
399,922,164,0,2025-03-29 04:04:16,,,2025-03-29 04:04:16,
357,847,147,1,2023-07-02 03:50:48,,,2023-07-02 03:50:48,
643,1344,256,1,2022-11-06 23:10:02,,,2022-11-06 23:10:02,
167,1979,67,5,2024-10-20 00:55:04,,,2024-10-20 00:55:04,
733,1444,287,1,2024-04-12 15:01:22,,,2024-04-12 15:01:22,
804,945,317,0,2024-04-30 10:18:00,,,2024-04-30 10:18:00,
146,1017,87,4,2025-04-22 14:06:33,,,2025-04-22 14:06:33,
674,775,264,7,2023-12-30 05:52:33,2025-03-22 14:11:41,,2023-12-30 05:52:33,2025-03-22 14:11:41
381,1890,157,7,2023-04-11 22:18:19,2023-11-02 13:07:41,inactive,2023-04-11 22:18:19,2023-11-02 13:07:41
401,1976,164,6,2024-10-16 22:41:46,2025-02-19 06:36:28,,2024-10-16 22:41:46,2025-02-19 06:36:28
718,1972,280,1,2024-03-01 16:31:29,,,2024-03-01 16:31:29,
991,1457,385,0,2025-03-09 16:08:58,,,2025-03-09 16:08:58,
131,1271,54,2,2024-05-07 09:15:51,2025-01-29 05:02:31,voluntary,2024-05-07 09:15:51,2025-01-29 05:02:31
828,1231,327,2,2024-08-09 16:19:10,2024-10-02 03:28:01,payment_failed,2024-08-09 16:19:10,2024-10-02 03:28:01
208,1808,82,1,2025-02-01 13:27:39,,,2025-02-01 13:27:39,
160,866,64,1,2022-08-24 06:03:06,,,2022-08-24 06:03:06,
361,529,148,2,2025-03-02 09:18:11,2025-04-05 06:14:24,,2025-03-02 09:18:11,2025-04-05 06:14:24
125,1625,53,4,2024-04-09 18:27:26,,,2024-04-09 18:27:26,
55,404,25,6,2021-10-20 07:03:18,2024-08-29 09:26:39,fraud,2021-10-20 07:03:18,2024-08-29 09:26:39
423,617,172,3,2025-01-22 03:48:26,2025-03-09 00:56:26,fraud,2025-01-22 03:48:26,2025-03-09 00:56:26
156,45,63,5,2024-01-22 13:02:13,,,2024-01-22 13:02:13,
342,1568,141,1,2021-05-12 17:43:57,,,2021-05-12 17:43:57,
935,882,364,6,2025-03-08 21:24:08,2025-03-20 18:54:27,,2025-03-08 21:24:08,2025-03-20 18:54:27
800,1525,316,1,2021-05-11 18:33:50,,,2021-05-11 18:33:50,
989,244,384,1,2025-01-18 04:10:24,,,2025-01-18 04:10:24,
1043,750,399,1,2024-09-10 07:03:04,,,2024-09-10 07:03:04,
35,741,17,1,2023-09-02 04:56:22,,,2023-09-02 04:56:22,
752,1749,294,1,2025-02-09 06:20:53,,,2025-02-09 06:20:53,
201,1993,79,1,2024-11-23 01:51:21,,,2024-11-23 01:51:21,
1045,49,400,3,2025-02-21 16:48:24,2025-04-20 12:33:45,payment_failed,2025-02-21 16:48:24,2025-04-20 12:33:45
772,1705,304,2,2024-11-17 00:34:30,2025-03-11 22:06:40,owner_request,2024-11-17 00:34:30,2025-03-11 22:06:40
586,951,237,0,2020-08-03 17:11:20,,,2020-08-03 17:11:20,
316,440,126,1,2024-06-02 00:44:00,,,2024-06-02 00:44:00,
573,1970,233,4,2024-11-13 00:08:42,,,2024-11-13 00:08:42,
562,483,230,1,2025-02-06 21:32:29,,,2025-02-06 21:32:29,
551,302,224,4,2022-07-20 12:41:00,,,2022-07-20 12:41:00,
43,505,19,2,2025-04-06 23:28:01,2025-04-14 07:25:55,,2025-04-06 23:28:01,2025-04-14 07:25:55
635,386,254,7,2022-05-20 04:53:52,2023-06-05 20:01:49,owner_request,2022-05-20 04:53:52,2023-06-05 20:01:49
261,768,104,1,2024-12-17 15:59:03,,,2024-12-17 15:59:03,
688,1340,268,2,2023-04-06 00:33:58,2025-01-20 23:35:43,owner_request,2023-04-06 00:33:58,2025-01-20 23:35:43
502,1353,205,2,2024-09-04 04:15:53,2025-03-27 16:13:32,payment_failed,2024-09-04 04:15:53,2025-03-27 16:13:32
624,1518,249,2,2021-12-22 01:12:18,2024-07-20 09:24:24,,2021-12-22 01:12:18,2024-07-20 09:24:24
325,1340,132,3,2023-09-28 16:57:01,2023-11-18 17:19:20,,2023-09-28 16:57:01,2023-11-18 17:19:20
518,75,210,2,2024-06-22 16:51:27,2024-08-27 19:26:02,voluntary,2024-06-22 16:51:27,2024-08-27 19:26:02
994,1618,385,2,2025-04-13 19:25:58,2025-04-26 16:27:31,,2025-04-13 19:25:58,2025-04-26 16:27:31
428,126,174,1,2025-01-22 03:52:17,,,2025-01-22 03:52:17,
83,729,38,3,2024-12-27 23:10:27,2025-04-14 07:50:14,inactive,2024-12-27 23:10:27,2025-04-14 07:50:14
245,1251,99,1,2023-10-04 03:21:16,,,2023-10-04 03:21:16,
256,1336,102,1,2025-05-28 12:57:06,,,2025-05-28 12:57:06,
389,729,161,1,2023-11-30 03:27:26,,,2023-11-30 03:27:26,
244,611,99,6,2024-12-15 15:41:25,2025-03-07 16:14:30,fraud,2024-12-15 15:41:25,2025-03-07 16:14:30
506,529,206,0,2024-10-21 12:11:43,,,2024-10-21 12:11:43,
910,1357,355,1,2024-03-01 08:35:26,,,2024-03-01 08:35:26,
846,692,334,1,2025-02-05 20:04:59,,,2025-02-05 20:04:59,
119,1272,50,2,2024-10-26 15:57:18,2024-11-20 21:22:00,payment_failed,2024-10-26 15:57:18,2024-11-20 21:22:00
1041,1546,399,6,2023-02-12 13:14:38,2024-01-02 13:26:17,,2023-02-12 13:14:38,2024-01-02 13:26:17
713,1705,278,1,2022-12-30 12:07:29,,,2022-12-30 12:07:29,
614,433,247,3,2024-08-30 18:34:37,2025-03-28 21:05:30,inactive,2024-08-30 18:34:37,2025-03-28 21:05:30
8,166,26,3,2023-03-16 22:36:20,2023-08-18 20:33:14,,2023-03-16 22:36:20,2023-08-18 20:33:14
253,1063,208,1,2025-02-10 04:13:31,,,2025-02-10 04:13:31,
187,1315,74,1,2021-01-16 05:19:46,,,2021-01-16 05:19:46,
478,644,194,1,2024-06-02 22:46:20,,,2024-06-02 22:46:20,
946,1483,369,0,2023-06-25 12:03:44,,,2023-06-25 12:03:44,
620,826,248,6,2024-10-05 15:08:21,2024-12-10 18:58:32,,2024-10-05 15:08:21,2024-12-10 18:58:32
788,1388,314,1,2025-04-10 21:14:13,,,2025-04-10 21:14:13,
840,703,333,2,2024-02-01 07:36:28,2024-02-10 14:56:48,voluntary,2024-02-01 07:36:28,2024-02-10 14:56:48
905,965,354,5,2021-05-23 21:26:24,,,2021-05-23 21:26:24,
284,1000,114,1,2024-12-03 07:29:45,,,2024-12-03 07:29:45,
660,1912,260,1,2021-12-31 14:10:53,,,2021-12-31 14:10:53,
328,793,135,3,2023-06-05 19:11:13,2025-02-12 22:49:05,fraud,2023-06-05 19:11:13,2025-02-12 22:49:05
975,1559,381,1,2025-05-12 22:09:19,,,2025-05-12 22:09:19,
215,1503,85,0,2021-12-07 07:17:24,,,2021-12-07 07:17:24,
461,1226,186,1,2024-02-11 17:45:29,,,2024-02-11 17:45:29,
987,129,384,1,2024-12-24 22:22:59,,,2024-12-24 22:22:59,
516,405,210,5,2024-04-24 15:18:42,,,2024-04-24 15:18:42,
254,1159,102,1,2025-03-05 12:09:37,,,2025-03-05 12:09:37,
228,86,92,2,2025-04-23 20:54:41,2025-05-06 08:32:33,,2025-04-23 20:54:41,2025-05-06 08:32:33
11,708,6,2,2024-09-25 05:37:49,,payment_failed,2024-09-25 05:37:49,
197,1935,78,4,2023-07-21 09:06:39,,,2023-07-21 09:06:39,
512,77,207,6,2024-03-27 05:32:24,2024-04-12 18:56:32,voluntary,2024-03-27 05:32:24,2024-04-12 18:56:32
269,285,108,6,2023-08-10 18:00:42,2024-06-05 18:44:36,payment_failed,2023-08-10 18:00:42,2024-06-05 18:44:36
530,800,215,6,2024-10-25 18:16:56,2025-04-10 22:05:51,voluntary,2024-10-25 18:16:56,2025-04-10 22:05:51
915,197,358,1,2025-05-05 08:44:34,,,2025-05-05 08:44:34,
301,1218,119,0,2025-02-10 07:18:54,,,2025-02-10 07:18:54,
717,1917,280,7,2024-01-29 08:12:50,2024-07-12 19:21:29,fraud,2024-01-29 08:12:50,2024-07-12 19:21:29
537,1195,216,1,2024-12-16 11:52:43,,,2024-12-16 11:52:43,
206,1204,81,1,2021-05-10 22:12:52,,,2021-05-10 22:12:52,
965,13,377,1,2024-07-19 00:02:24,,,2024-07-19 00:02:24,
454,1835,184,3,2024-06-04 11:21:57,2024-11-01 07:58:10,payment_failed,2024-06-04 11:21:57,2024-11-01 07:58:10
948,1942,370,2,2022-07-28 15:14:00,2023-06-10 13:10:58,,2022-07-28 15:14:00,2023-06-10 13:10:58
1030,1772,397,1,2025-01-21 08:59:38,,,2025-01-21 08:59:38,
42,1032,19,1,2025-04-24 20:41:29,,,2025-04-24 20:41:29,
267,1512,108,1,2023-05-30 02:24:33,,,2023-05-30 02:24:33,
907,667,354,2,2023-08-06 02:38:50,2024-06-12 03:24:30,payment_failed,2023-08-06 02:38:50,2024-06-12 03:24:30
858,1577,338,2,2025-02-09 19:32:14,2025-05-26 22:58:17,,2025-02-09 19:32:14,2025-05-26 22:58:17
120,615,51,7,2024-05-17 10:59:22,2025-02-07 05:50:50,,2024-05-17 10:59:22,2025-02-07 05:50:50
319,898,369,2,2022-03-28 14:18:19,,fraud,2022-03-28 14:18:19,
757,60,296,3,2022-07-21 22:37:23,2024-05-09 10:10:36,payment_failed,2022-07-21 22:37:23,2024-05-09 10:10:36
404,1194,165,1,2024-11-26 12:37:17,,,2024-11-26 12:37:17,
982,1293,382,3,2025-03-13 06:06:23,2025-04-29 03:51:00,,2025-03-13 06:06:23,2025-04-29 03:51:00
799,1357,316,7,2025-02-14 20:40:44,2025-05-23 16:41:23,,2025-02-14 20:40:44,2025-05-23 16:41:23
66,1114,29,6,2022-04-27 14:57:58,2023-11-26 21:38:56,owner_request,2022-04-27 14:57:58,2023-11-26 21:38:56
579,188,235,3,2024-03-04 22:49:16,2024-03-19 04:20:15,owner_request,2024-03-04 22:49:16,2024-03-19 04:20:15
997,190,386,2,2023-10-24 22:28:48,2025-01-06 10:40:47,,2023-10-24 22:28:48,2025-01-06 10:40:47
12,687,6,7,2024-04-10 16:19:44,2024-07-05 01:44:04,owner_request,2024-04-10 16:19:44,2024-07-05 01:44:04
505,932,206,0,2023-04-04 21:40:23,,,2023-04-04 21:40:23,
1014,1255,392,1,2024-10-17 21:44:24,,,2024-10-17 21:44:24,
745,1759,291,5,2024-11-03 18:19:26,,,2024-11-03 18:19:26,
1050,1948,451,1,2024-02-07 18:25:28,,,2024-02-07 18:25:28,
446,886,180,1,2024-08-05 21:21:09,,,2024-08-05 21:21:09,
500,1370,204,1,2022-06-27 21:20:24,,,2022-06-27 21:20:24,
1028,286,396,5,2023-07-23 09:33:42,,,2023-07-23 09:33:42,
498,213,204,6,2022-12-13 15:39:13,2025-05-05 06:03:51,,2022-12-13 15:39:13,2025-05-05 06:03:51
248,325,100,3,2023-12-06 10:07:04,2024-12-19 21:15:04,owner_request,2023-12-06 10:07:04,2024-12-19 21:15:04
1044,633,400,2,2024-03-02 15:06:31,2024-04-28 07:26:16,inactive,2024-03-02 15:06:31,2024-04-28 07:26:16
980,793,382,4,2022-06-09 01:49:15,,,2022-06-09 01:49:15,
103,652,47,1,2023-10-12 10:38:20,,,2023-10-12 10:38:20,
673,1056,264,4,2023-05-15 01:56:00,,,2023-05-15 01:56:00,
297,1224,119,6,2024-12-27 18:08:04,2025-02-26 10:57:39,owner_request,2024-12-27 18:08:04,2025-02-26 10:57:39
520,478,210,3,2025-04-19 17:20:17,2025-05-04 10:24:10,,2025-04-19 17:20:17,2025-05-04 10:24:10
587,57,238,1,2021-08-04 08:16:28,,,2021-08-04 08:16:28,
645,105,257,7,2021-10-26 01:27:25,2022-09-20 18:33:38,,2021-10-26 01:27:25,2022-09-20 18:33:38
597,1131,240,1,2025-03-17 01:07:39,,,2025-03-17 01:07:39,
363,139,148,2,2024-12-29 13:45:40,,,2024-12-29 13:45:40,
945,1245,369,4,2024-04-22 16:33:30,,,2024-04-22 16:33:30,
959,1259,375,6,2025-01-31 05:45:23,2025-03-10 05:37:51,voluntary,2025-01-31 05:45:23,2025-03-10 05:37:51
491,65,201,1,2025-05-25 08:13:49,,,2025-05-25 08:13:49,
189,113,74,1,2023-06-26 03:15:06,,,2023-06-26 03:15:06,
128,472,53,1,2024-04-15 16:46:40,,,2024-04-15 16:46:40,
796,525,315,2,2025-05-16 01:17:52,2025-05-25 12:58:44,owner_request,2025-05-16 01:17:52,2025-05-25 12:58:44
570,1496,233,1,2024-11-08 18:24:07,,,2024-11-08 18:24:07,
1007,613,390,3,2024-12-07 23:38:21,2025-05-17 17:26:47,inactive,2024-12-07 23:38:21,2025-05-17 17:26:47
96,1393,44,6,2023-10-11 12:45:10,2024-12-10 07:10:18,,2023-10-11 12:45:10,2024-12-10 07:10:18
398,317,164,3,2024-08-14 07:31:11,2024-12-29 08:08:55,payment_failed,2024-08-14 07:31:11,2024-12-29 08:08:55
721,981,280,1,2024-03-04 18:11:30,,,2024-03-04 18:11:30,
957,884,375,5,2022-09-13 07:47:46,,,2022-09-13 07:47:46,
184,1047,73,3,2024-01-25 08:55:19,2024-08-30 08:52:50,,2024-01-25 08:55:19,2024-08-30 08:52:50
937,1432,366,7,2024-08-29 12:41:07,2025-03-31 14:41:58,,2024-08-29 12:41:07,2025-03-31 14:41:58
161,826,64,4,2023-11-22 11:18:12,,,2023-11-22 11:18:12,
121,1762,52,3,2022-07-30 13:11:31,2022-11-17 05:19:05,voluntary,2022-07-30 13:11:31,2022-11-17 05:19:05
1022,591,395,5,2025-04-04 19:22:59,,,2025-04-04 19:22:59,
541,168,219,6,2023-06-09 08:35:55,2025-04-03 18:42:11,payment_failed,2023-06-09 08:35:55,2025-04-03 18:42:11
701,1972,275,6,2021-03-03 11:13:41,2023-05-17 06:34:57,owner_request,2021-03-03 11:13:41,2023-05-17 06:34:57
636,676,255,0,2025-05-13 15:43:55,,,2025-05-13 15:43:55,
86,1222,40,7,2023-07-02 17:10:05,2024-04-12 09:39:30,,2023-07-02 17:10:05,2024-04-12 09:39:30
480,927,195,2,2024-04-08 04:51:17,2024-05-21 10:55:54,voluntary,2024-04-08 04:51:17,2024-05-21 10:55:54
60,214,27,1,2023-09-07 06:41:57,2024-06-21 16:30:04,,2023-09-07 06:41:57,2024-06-21 16:30:04
746,115,291,1,2022-07-04 02:20:40,,,2022-07-04 02:20:40,
433,477,176,1,2023-05-24 02:52:16,,,2023-05-24 02:52:16,
979,1406,381,1,2025-03-17 03:09:37,,,2025-03-17 03:09:37,
469,1015,191,1,2025-04-20 14:19:12,,,2025-04-20 14:19:12,
764,1006,300,2,2022-06-13 01:58:23,2024-05-28 22:06:52,voluntary,2022-06-13 01:58:23,2024-05-28 22:06:52
403,1426,165,7,2024-04-06 11:07:29,2024-12-03 01:42:42,payment_failed,2024-04-06 11:07:29,2024-12-03 01:42:42
1046,411,400,2,2025-04-09 08:46:32,2025-05-26 22:34:41,,2025-04-09 08:46:32,2025-05-26 22:34:41
983,1719,382,3,2023-12-21 03:23:41,2024-08-06 13:09:44,voluntary,2023-12-21 03:23:41,2024-08-06 13:09:44
838,523,332,2,2025-01-19 01:09:01,2025-04-04 05:37:24,fraud,2025-01-19 01:09:01,2025-04-04 05:37:24
72,1496,74,2,2022-01-01 07:27:08,2022-10-17 03:38:30,fraud,2022-01-01 07:27:08,2022-10-17 03:38:30
33,298,17,2,2023-08-27 15:36:32,2024-03-02 20:15:05,fraud,2023-08-27 15:36:32,2024-03-02 20:15:05
409,976,167,1,2023-03-18 23:24:08,,,2023-03-18 23:24:08,
185,1334,73,5,2025-04-27 19:31:05,,,2025-04-27 19:31:05,
1017,620,394,1,2022-06-16 10:13:52,,,2022-06-16 10:13:52,
641,1548,256,5,2022-10-19 02:20:51,,,2022-10-19 02:20:51,
669,628,263,1,2022-03-04 08:07:18,,,2022-03-04 08:07:18,
344,695,141,1,2024-06-20 21:35:41,,,2024-06-20 21:35:41,
24,1733,12,3,2021-11-15 20:28:11,2025-05-28 22:05:19,fraud,2021-11-15 20:28:11,2025-05-28 22:05:19
341,251,141,5,2020-10-30 18:42:05,,,2020-10-30 18:42:05,
212,1535,83,1,2023-08-06 12:19:20,,,2023-08-06 12:19:20,
589,606,238,1,2021-07-29 04:38:41,2025-01-20 02:14:02,,2021-07-29 04:38:41,2025-01-20 02:14:02
527,1078,214,5,2025-03-12 18:49:59,,,2025-03-12 18:49:59,
472,65,192,7,2024-04-03 22:58:41,2024-05-02 06:58:39,,2024-04-03 22:58:41,2024-05-02 06:58:39
707,18,276,5,2024-07-07 16:46:02,,,2024-07-07 16:46:02,
270,815,108,2,2025-04-05 00:48:45,,owner_request,2025-04-05 00:48:45,
897,1289,352,1,2024-09-22 06:17:34,,,2024-09-22 06:17:34,
976,1230,381,1,2025-02-28 19:28:05,,,2025-02-28 19:28:05,
447,569,180,1,2022-12-12 05:04:15,,,2022-12-12 05:04:15,
1,228,131,1,2022-09-21 01:53:53,,,2022-09-21 01:53:53,
217,1489,86,2,2025-04-21 02:13:03,2025-04-28 20:40:28,,2025-04-21 02:13:03,2025-04-28 20:40:28
251,242,100,2,2025-02-24 04:51:27,2025-04-13 01:40:36,fraud,2025-02-24 04:51:27,2025-04-13 01:40:36
263,84,105,6,2025-01-05 12:52:28,2025-04-09 15:04:04,,2025-01-05 12:52:28,2025-04-09 15:04:04
951,1562,370,1,2022-10-09 19:37:34,,,2022-10-09 19:37:34,
835,564,331,2,2025-03-18 14:37:20,2025-05-12 04:06:50,owner_request,2025-03-18 14:37:20,2025-05-12 04:06:50
23,852,11,1,2024-06-29 01:53:20,,,2024-06-29 01:53:20,
235,249,94,5,2024-12-28 21:52:43,,,2024-12-28 21:52:43,
970,681,380,6,2025-04-24 21:25:59,2025-05-19 05:43:31,voluntary,2025-04-24 21:25:59,2025-05-19 05:43:31
789,221,314,2,2024-11-15 20:01:37,2024-12-13 01:26:24,,2024-11-15 20:01:37,2024-12-13 01:26:24
204,531,81,3,2021-07-29 05:54:01,2025-01-17 12:37:33,payment_failed,2021-07-29 05:54:01,2025-01-17 12:37:33
468,492,191,3,2025-04-11 19:33:45,2025-05-28 14:57:44,,2025-04-11 19:33:45,2025-05-28 14:57:44
634,1657,254,1,2022-04-17 22:25:33,,,2022-04-17 22:25:33,
566,1702,232,7,2024-02-01 04:17:14,2025-04-25 19:11:16,owner_request,2024-02-01 04:17:14,2025-04-25 19:11:16
475,578,193,2,2024-05-20 03:19:15,,,2024-05-20 03:19:15,
460,455,186,4,2021-05-18 20:07:27,,,2021-05-18 20:07:27,
591,333,239,1,2023-11-15 22:48:10,,,2023-11-15 22:48:10,
262,535,105,1,2024-04-14 12:25:25,2024-10-21 20:27:24,,2024-04-14 12:25:25,2024-10-21 20:27:24
978,769,381,1,2025-05-07 03:15:52,,,2025-05-07 03:15:52,
299,1579,119,6,2025-04-25 20:36:50,2025-05-16 10:51:59,fraud,2025-04-25 20:36:50,2025-05-16 10:51:59
391,599,162,2,2025-02-24 05:56:31,,,2025-02-24 05:56:31,
1052,1678,433,1,2024-11-16 14:23:25,,,2024-11-16 14:23:25,
327,1027,134,5,2024-11-10 08:19:00,,,2024-11-10 08:19:00,
595,1221,239,0,2024-02-25 14:16:05,,,2024-02-25 14:16:05,
683,1169,267,1,2024-08-10 20:27:11,,,2024-08-10 20:27:11,
111,1506,49,1,2023-08-22 17:18:18,,,2023-08-22 17:18:18,
898,1085,352,2,2024-05-09 02:44:14,2024-08-19 06:45:51,,2024-05-09 02:44:14,2024-08-19 06:45:51
482,210,196,1,2022-05-28 16:22:15,,,2022-05-28 16:22:15,
46,1722,20,1,2021-02-20 23:36:31,,,2021-02-20 23:36:31,
436,323,177,1,2023-04-06 17:28:50,,,2023-04-06 17:28:50,
488,621,199,0,2022-05-19 03:04:07,,,2022-05-19 03:04:07,
960,1041,375,2,2024-08-08 02:40:25,2024-09-29 19:05:53,voluntary,2024-08-08 02:40:25,2024-09-29 19:05:53
181,1028,72,2,2025-01-27 14:50:07,2025-04-15 02:47:11,,2025-01-27 14:50:07,2025-04-15 02:47:11
22,1411,11,3,2024-06-26 04:05:39,2025-04-19 05:11:17,fraud,2024-06-26 04:05:39,2025-04-19 05:11:17
89,1456,41,2,2025-05-11 00:42:23,2025-05-25 05:38:15,voluntary,2025-05-11 00:42:23,2025-05-25 05:38:15
1038,1487,398,4,2022-10-04 02:13:19,,,2022-10-04 02:13:19,
1018,1112,394,5,2023-07-24 06:14:57,,,2023-07-24 06:14:57,
283,822,114,1,2024-10-22 00:19:14,,,2024-10-22 00:19:14,
576,920,234,2,2022-03-11 12:23:07,2022-10-11 11:12:37,inactive,2022-03-11 12:23:07,2022-10-11 11:12:37
761,295,299,1,2024-03-25 16:10:01,,,2024-03-25 16:10:01,
710,11,277,1,2024-04-23 11:21:56,,,2024-04-23 11:21:56,
54,1347,25,1,2022-08-02 22:34:47,,,2022-08-02 22:34:47,
786,1450,311,2,2023-07-29 06:36:21,2024-01-19 02:19:21,voluntary,2023-07-29 06:36:21,2024-01-19 02:19:21
148,1601,61,1,2024-04-07 06:37:34,,,2024-04-07 06:37:34,
986,658,384,5,2025-04-17 12:45:40,,,2025-04-17 12:45:40,
335,1792,140,7,2024-06-18 09:05:48,2024-11-21 07:37:09,,2024-06-18 09:05:48,2024-11-21 07:37:09
113,641,49,6,2023-10-21 00:19:22,2024-01-02 03:18:15,inactive,2023-10-21 00:19:22,2024-01-02 03:18:15
981,632,382,2,2024-05-23 03:08:04,2024-09-05 00:21:12,,2024-05-23 03:08:04,2024-09-05 00:21:12
473,1734,193,1,2024-11-28 04:17:55,,,2024-11-28 04:17:55,
619,518,248,4,2025-05-17 08:10:55,,,2025-05-17 08:10:55,
571,815,233,0,2024-12-13 06:47:44,,,2024-12-13 06:47:44,
787,1266,313,7,2024-12-09 12:57:24,2024-12-19 09:25:08,inactive,2024-12-09 12:57:24,2024-12-19 09:25:08
198,1307,79,3,2021-12-05 10:48:35,2024-01-04 00:32:08,inactive,2021-12-05 10:48:35,2024-01-04 00:32:08
485,446,198,1,2024-05-17 17:59:14,,,2024-05-17 17:59:14,
137,10,57,4,2021-07-12 18:58:29,,,2021-07-12 18:58:29,
864,1728,342,2,2025-01-13 20:57:44,2025-02-24 14:58:15,,2025-01-13 20:57:44,2025-02-24 14:58:15
1004,383,389,1,2020-12-31 20:16:27,,,2020-12-31 20:16:27,
39,1316,18,1,2024-08-25 20:35:48,,,2024-08-25 20:35:48,
748,1128,293,5,2024-09-14 10:59:51,,,2024-09-14 10:59:51,
955,1940,372,6,2022-05-19 15:38:39,2022-12-09 15:10:08,,2022-05-19 15:38:39,2022-12-09 15:10:08
985,368,382,1,2022-09-19 13:29:32,,,2022-09-19 13:29:32,
1063,75,475,1,2024-09-19 08:54:14,,,2024-09-19 08:54:14,
693,471,269,4,2025-04-23 12:24:05,,,2025-04-23 12:24:05,
266,715,107,1,2023-04-13 09:04:03,,,2023-04-13 09:04:03,
427,1314,173,1,2022-07-24 20:42:33,,,2022-07-24 20:42:33,
949,1144,370,7,2024-12-26 15:48:11,2025-03-07 15:48:37,voluntary,2024-12-26 15:48:11,2025-03-07 15:48:37
280,956,112,7,2024-11-27 04:15:26,2025-04-05 02:40:32,voluntary,2024-11-27 04:15:26,2025-04-05 02:40:32
466,1344,191,1,2025-03-18 20:51:05,,,2025-03-18 20:51:05,
394,1218,163,1,2022-10-31 13:41:06,,,2022-10-31 13:41:06,
291,1215,117,2,2025-01-17 09:48:41,2025-02-05 01:16:42,owner_request,2025-01-17 09:48:41,2025-02-05 01:16:42
203,1826,81,3,2020-11-03 19:05:26,2022-07-05 23:43:32,inactive,2020-11-03 19:05:26,2022-07-05 23:43:32
207,186,82,1,2023-11-29 06:56:55,,,2023-11-29 06:56:55,
432,406,174,5,2024-08-31 15:55:11,,,2024-08-31 15:55:11,
